Title,Director,Cast,Genre,Year,new_Genre
Wildflower,Allan Dwan,"Marguerite Clark, Harold Lockwood",Romance,1914,Romance
The Wishing Ring,Maurice Tourneur,"Vivian Martin, Alec B. Francis, Chester Barnett",Comedy,1914,Comedy
The Wrath of the Gods,Reginald Barker,"Sessue Hayakawa, Tsuru Aoki, Frank Borzage",Drama,1914,Drama
The Wrong Birds,William Desmond Taylor,"Edith Borella, Charlotte Burton, George Field, Edward Coxen",Drama,1914,Drama
The Absentee,Christy Cabanne,"Robert Edeson, Olga Grey",Drama,1915,Drama
After Dark,Frederick A. Thomson,"Alec B. Francis, Eric Maxon",Crime,1915,Crime
After Five,Cecil B. DeMille,"Edward Abeles, Sessue Hayakawa",Comedy,1915,Comedy
Alias Jimmy Valentine,Maurice Tourneur,"Robert Warwick, Alec B. Francis",Crime,1915,Crime
The Alster Case,J. Charles Haydon,"Bryant Washburn, Ruth Stonehouse",Mystery,1915,Mystery
Always in the Way,J. Searle Dawley,"Mary Miles Minter, Lowell Sherman",Drama,1915,Drama
An Affair of Three Nations,Ashley Miller,"Arnold Daly, Sheldon Lewis",Mystery,1915,Mystery
Anna Karenina,J. Gordon Edwards,Betty Nansen and Edward José,Historical drama,1915,Historical drama
Anselo Lee,Harry Handworth,"Antonio Moreno, Naomi Childers",Drama,1915,Drama
The Apaches of Paris,Robert Ellis,"Edna Hibbard, Robert Ellis",Drama,1915,Drama
The Arab,Cecil B. DeMille,"Edgar Selwyn, Horace B. Carpenter",Adventure,1915,Adventure
Are You a Mason?,Thomas N. Heffron,"John Barrymore, Helen Freeman",Comedy,1915,Comedy
Armstrong's Wife,George Melford,"Edna Goodrich, Thomas Meighan, James Cruze",Drama,1915,Drama
At Bay,George Fitzmaurice,"Florence Reed, Frank Sheridan",Drama,1915,Drama
Barbara Frietchie,Herbert Blaché,"Mary Miles Minter, Fraunie Fraunholz",Drama,1915,Drama
The Barnstormers,James W. Horne,"Myrtle Tannehill, Marin Sais",Comedy,1915,Comedy
The Battle Cry of Peace,"Wilfrid North, J. Stuart Blackton","Charles Richman, Norma Talmadge, Charles Kent",War drama,1915,War drama
The Beachcomber,Phil Rosen,Hobart Bosworth,Drama,1915,Drama
Bella Donna,"Edwin S. Porter, Hugh Ford","Pauline Frederick, Thomas Holding, Julian L'Estrange",Drama,1915,Drama
The Beloved Vagabond,Edward José,"Edwin Arden, Florence Deshon",Romance,1915,Romance
Betty in Search of a Thrill,"Phillips Smalley, Lois Weber","Elsie Janis, Owen Moore, Juanita Hansen",Adventure,1915,Adventure
Between Men,William S. Hart,"William S. Hart, Enid Markey, House Peters",Drama,1915,Drama
The Bigger Man,John W. Noble,"Henry Kolker, Renee Kelly",Drama,1915,Drama
The Birth of a Nation,D. W. Griffith,"Lillian Gish, Mae Marsh, Henry B. Walthall",Epic,1915,Epic
Black Fear,John W. Noble,"Grace Valentine, Franklyn Hanna",Drama,1915,Drama
A Black Sheep,Thomas N. Heffron,"Otis Harlan, Grace Darmond",Comedy,1915,Comedy
Blackbirds,J. P. McGowan,"Laura Hope Crews, Thomas Meighan, Raymond Hatton",Drama,1915,Drama
Blindness of Devotion,J. Gordon Edwards,"Robert B. Mantell, Stuart Holmes",Drama,1915,Drama
The Blindness of Virtue,Joseph Byron Totten,"Bryant Washburn, Edna Mayo",Drama,1915,Drama
Body and Soul,George Irving,"Florence Rockwell, George Irving",Drama,1915,Drama
The Boss,Emile Chautard,"Holbrook Blinn, Alice Brady",Drama,1915,Drama
The Broken Law,Oscar Apfel,"William Farnum, Dorothy Bernard",Drama,1915,Drama
Buckshot John,Hobart Bosworth,"Courtenay Foote, Herbert Standing",Western,1915,Western
Business Is Business,Otis Turner,"Nat C. Goodwin, Jack Nelson, Maude George",Drama,1915,Drama
A Butterfly on the Wheel,Maurice Tourneur,"Holbrook Blinn, Vivian Martin",Drama,1915,Drama
The Buzzard's Shadow,Thomas Ricketts,"Harold Lockwood, May Allison",Drama,1915,Drama
Camille,Albert Capellani,"Clara Kimball Young, Paul Capellani",Drama,1915,Drama
The Caprices of Kitty,Phillips Smalley,"Elsie Janis, Courtenay Foote, Herbert Standing",Comedy,1915,Comedy
Captain Courtesy,"Phillips Smalley, Lois Weber","Dustin Farnum, Courtenay Foote, Winifred Kingston",Drama,1915,Drama
The Captive,Cecil B. DeMille,"Blanche Sweet, House Peters",Historical,1915,Historical
Carmen,Cecil B. DeMille,"Geraldine Farrar, Wallace Reid",Adventure,1915,Adventure
Carmen,Raoul Walsh,Theda Bara,Adventure,1915,Adventure
The Carpet from Bagdad,Colin Campbell,"Kathlyn Williams, Wheeler Oakman, Guy Oliver",Adventure,1915,Adventure
The Case of Becky,Frank Reicher,"Blanche Sweet, Theodore Roberts, Carlyle Blackwell",Drama,1915,Drama
The Caveman,Theodore Marston,"Robert Edeson, Charles Eldridge",Comedy,1915,Comedy
The Celebrated Scandal,J. Gordon Edwards,"Betty Nansen, Edward José, Stuart Holmes",Drama,1915,Drama
The Chalice of Courage,Rollin S. Sturgeon,"Myrtle Gonzalez, Otto Lederer",Drama,1915,Drama
The Cheat,Cecil B. DeMille,"Fannie Ward, Sessue Hayakawa",Drama,1915,Drama
Children of the Ghetto,Frank Powell,"Wilton Lackaye, Ruby Hoffman",Drama,1915,Drama
Chimmie Fadden,Cecil B. DeMille,"Victor Moore, Raymond Hatton",Comedy western,1915,Comedy western
Chimmie Fadden Out West,Cecil B. DeMille,"Victor Moore, Raymond Hatton","Comedy, Western",1915,"Comedy, Western"
The Chorus Lady,Frank Reicher,"Cleo Ridgely, Marjorie Daw",Comedy,1915,Comedy
Christmas Memories,Robert Z. Leonard,"Ella Hall, Marc B. Robbins",Drama,1915,Drama
The Circular Staircase,Edward LeSaint,"Eugenie Besserer, Guy Oliver, Stella Razeto",Mystery,1915,Mystery
The Clemenceau Case,Herbert Brenon,"Theda Bara, Stuart Holmes",Drama,1915,Drama
The Closing Net,Edward José,"Howard Estabrook, Madlaine Traverse",Crime,1915,Crime
The Clue,Frank Reicher,"Blanche Sweet, Sessue Hayakawa",Drama,1915,Drama
Cohen's Luck,John H. Collins,"William Wadsworth, Viola Dana",Comedy,1915,Comedy
The College Orphan,William C. Dowlan,"Carter DeHaven, Flora Parker DeHaven",Comedy,1915,Comedy
Colorado,Norval MacGregor,"Hobart Bosworth, Anna Lehr",Western,1915,Western
The Commanding Officer,Allan Dwan,"Alice Dovey, Donald Crisp, Marshall Neilan",Drama,1915,Drama
The Commuters,George Fitzmaurice,"Irene Fenwick, Charles Judels",Comedy,1915,Comedy
Comrade John,Bertram Bracken,"Ruth Roland, Lew Cody",Drama,1915,Drama
Conscience,Stuart Paton,"William Welsh, Frances Nelson",Drama,1915,Drama
Cora,Edwin Carewe,"Emily Stevens, Frank Elliott",Drama,1915,Drama
Coral,Henry MacRae,"Marie Walcamp, Wellington A. Playter",Drama,1915,Drama
The Country Boy,Frederick A. Thomson,"Marshall Neilan, Loyola O'Connor",Comedy,1915,Comedy
Courtmartialed,Stuart Paton,"Hobart Henley, Frances Nelson",Drama,1915,Drama
The Coward,Reginald Barker,"Charles Ray, Frank Keenan, Gertrude Claire",Historical,1915,Historical
The Cowardly Way,John Ince,"Florence Reed, Ferdinand Tidmarsh",Drama,1915,Drama
The Cowboy and the Lady,Edwin Carewe,"Gertrude Short, Helen Case",Western,1915,Western
The Crimson Wing,E.H. Calvert,"Ruth Stonehouse, Beverly Bayne",War,1915,War
Crooky,C.J. Williams,"Anna Laughlin, Harry T. Morey",Comedy,1915,Comedy
Cross Currents,Francis J. Grandon,"Helen Ware, Courtenay Foote",Drama,1915,Drama
The Crown Prince's Double,Van Dyke Brooke,"Maurice Costello, Norma Talmadge",Drama,1915,Drama
The Cub,Maurice Tourneur,"Johnny Hines, Martha Hedman",Comedy,1915,Comedy
The Cup of Life,Thomas H. Ince,"Bessie Barriscale, Enid Markey, Charles Ray",Drama,1915,Drama
The Dancing Girl,Allan Dwan,"Florence Reed, Fuller Mellish",Drama,1915,Drama
The Darkening Trail,William S. Hart,"William S. Hart, Enid Markey",Drama,1915,Drama
A Daughter of the City,E.H. Calvert,"Marguerite Clayton, E.H. Calvert",Drama,1915,Drama
David Harum,Allan Dwan,"William H. Crane, May Allison",Romantic comedy,1915,Romantic comedy
The Dawn of a Tomorrow,James Kirkwood Sr.,"Mary Pickford, David Powell",Drama,1915,Drama
The Deep Purple,James Young,"Clara Kimball Young, Milton Sills",Drama,1915,Drama
The Despoiler,Reginald Barker,"Frank Keenan, Enid Markey, Charles K. French",War,1915,War
Destiny,Edwin Carewe,"Emily Stevens, Fred Stone",Drama,1915,Drama
The Destroying Angel,Richard Ridgely,"Mabel Trunnelle, Marc McDermott",Drama,1915,Drama
Destruction,Will S. Davis,"Theda Bara, Warner Oland",Drama,1915,Drama
The Devil's Daughter,Frank Powell,"Theda Bara, Jane Lee",Drama,1915,Drama
The Dictator,Edwin S. Porter,"John Barrymore, Ruby Hoffman",Comedy,1915,Comedy
The Disciple,William S. Hart,"William S. Hart, Dorothy Dalton",Western,1915,Western
Don Quixote,Edward Dillon,"DeWolf Hopper Sr., Fay Tincher",Drama,1915,Drama
Double Trouble,Christy Cabanne,"Douglas Fairbanks, Margery Wilson",Comedy,1915,Comedy
Dr. Rameau,Will S. Davis,"Stuart Holmes, Dorothy Bernard",Drama,1915,Drama
The Dust of Egypt,George D. Baker,"Antonio Moreno, Edith Storey",Comedy,1915,Comedy
The Earl of Pawtucket,Harry Myers,"Lawrence D'Orsay, Rosemary Theby",Comedy,1915,Comedy
The Edge of the Abyss,Walter Edwards,"Mary Boland, Robert McKim",Drama,1915,Drama
Emmy of Stork's Nest,William Nigh,"Mary Miles Minter, Niles Welch",Drama,1915,Drama
An Enemy to Society,Edgar Jones,"Lois Meredith, Henry Bergman",Drama,1915,Drama
Enoch Arden,Christy Cabanne,"Alfred Paget, Lillian Gish",Drama,1915,Drama
The Eternal City,"Edwin S. Porter, Hugh Ford","Pauline Frederick, Thomas Holding",Drama,1915,Drama
The Explorer,George Melford,"Lou Tellegen, Tom Forman, Dorothy Davenport",Adventure,1915,Adventure
An Eye for an Eye,William Desmond Taylor,"Neva Gerber, William Desmond Taylor",Drama,1915,Drama
The Face in the Moonlight,Albert Capellani,"Robert Warwick, Montagu Love",Drama,1915,Drama
The Fairy and the Waif,George Irving,"Mary Miles Minter, Percy Helton",Drama,1915,Drama
The Family Cupboard,Frank Hall Crane,"Holbrook Blinn, Frances Nelson",Drama,1915,Drama
The Family Stain,Will S. Davis,"Mayme Kelso, Walter Miller",Mystery,1915,Mystery
"Fanchon, the Cricket",James Kirkwood,"Mary Pickford, Jack Standing, Lottie Pickford",Drama,1915,Drama
The Fatal Card,James Kirkwood,"John B. Mason, Hazel Dawn",Drama,1915,Drama
Father and the Boys,Joseph De Grasse,"Digby Bell, Louise Lovely, Lon Chaney",Comedy,1915,Comedy
Fatherhood,Hobart Bosworth,"Hobart Bosworth, Jack Hoxie",Western,1915,Western
Fighting Bob,John W. Noble,"Orrin Johnson, Olive Wyndham",Drama,1915,Drama
The Fighting Hope,George Melford,"George Gebhardt, Laura Hope Crews",Drama,1915,Drama
The Final Judgment,Edwin Carewe,"Ethel Barrymore, Mahlon Hamilton",Drama,1915,Drama
The Flaming Sword,Edwin Middleton,"Lionel Barrymore, Jane Grey",Drama,1915,Drama
The Flash of an Emerald,Albert Capellani,"Robert Warwick, Julia Stuart",Drama,1915,Drama
A Fool There Was,Frank Powell,"Theda Bara, Edward Jose",Drama,1915,Drama
The Foundling,Alan Dwan,"Mary Pickford, Edward Martindel",Drama,1915,Drama
Four Feathers,J. Searle Dawley,"Edgar L. Davenport, Fuller Mellish",Drama,1915,Drama
The Frame-Up,Otis Turner,"George Fawcett, Maude George",Drama,1915,Drama
From the Valley of the Missing,Frank Powell,"Vivian Tobin, William Bailey",Crime,1915,Crime
The Galley Slave,J. Gordon Edwards,"Theda Bara, Stuart Holmes",Drama,1915,Drama
Gambier's Advocate,James Kirkwood Sr.,"Hazel Dawn, Fuller Mellish",Drama,1915,Drama
Garden of Lies,Jack Pratt,"Jane Cowl, William Russell",Drama,1915,Drama
The Gentleman from Indiana,Frank Lloyd,"Dustin Farnum, Winifred Kingston, Herbert Standing",Drama,1915,Drama
A Gentleman of Leisure,George Melford,"Wallace Eddinger, Sydney Deane",Comedy,1915,Comedy
Ghosts,George Nichols,"Henry B. Walthall, Mary Alden",Drama,1915,Drama
A Gilded Fool,Edgar Lewis,"William Farnum, Harry Spingler",Comedy,1915,Comedy
The Girl from His Town,Harry A. Pollard,"Margarita Fischer, Beatrice Van",Drama,1915,Drama
The Girl I Left Behind Me,Lloyd B. Carleton,"Robert Edeson, Stuart Holmes",Western,1915,Western
The Girl of the Golden West,Cecil B. DeMille,"Mabel Van Buren, Theodore Roberts, Anita King",Western,1915,Western
A Girl of Yesterday,Allan Dwan,"Mary Pickford, Jack Pickford",Comedy,1915,Comedy
Gladiola,John H. Collins,"Viola Dana, Charles Sutton",Drama,1915,Drama
The Goddess,Ralph Ince,"Anita Stewart, Earle Williams",Drama,1915,Drama
The Golden Chance,Cecil B. DeMille,"Cleo Ridgely, Wallace Reid",Drama,1915,Drama
The Golden Claw,Reginald Barker,"Bessie Barriscale, Wedgwood Nowell",Drama,1915,Drama
The Goose Girl,Frederick A. Thomson,"Marguerite Clark, Monroe Salisbury",Drama,1915,Drama
The Governor's Lady,George Melford,"May Allison, Theodore Roberts",Drama,1915,Drama
Graustark,Fred E. Wright,"Francis X. Bushman, Beverly Bayne, Edna Mayo",Adventure,1915,Adventure
The Gray Mask,Frank Hall Crane,"Edwin Arden, Barbara Tennant",Crime,1915,Crime
The Great Divide,Edgar Lewis,"Ethel Clayton, House Peters",Western,1915,Western
Greater Love Hath No Man,Herbert Blaché,"Crauford Kent, Mabel Wright",Drama,1915,Drama
The Greater Will,Harley Knoles,"Cyril Maude, Lois Meredith, Montagu Love",Drama,1915,Drama
Gretna Green,Thomas N. Heffron,"Marguerite Clark, Arthur Hoops",Romantic comedy,1915,Romantic comedy
The Heart of Jennifer,James Kirkwood Sr.,"Hazel Dawn, James Kirkwood Sr.",Drama,1915,Drama
The Heart of Lincoln,Francis Ford,"William Quinn, Grace Cunard",Historical,1915,Historical
The Heart of Maryland,Herbert Brenon,"Caroline Louise Dudley, J. Farrell MacDonald",Drama,1915,Drama
The Heart of a Painted Woman,Alice Guy,"Olga Petrova, Mahlon Hamilton",Drama,1915,Drama
The Heart of the Blue Ridge,James Young,"Clara Kimball Young, Chester Barnett",Drama,1915,Drama
Hearts and the Highway,Wilfrid North,"Lillian Walker, Charles Kent",Historical,1915,Historical
Hearts in Exile,James Young,"Clara Kimball Young, Montagu Love",Drama,1915,Drama
The Heights of Hazard,Harry Lambart,"Eleanor Woodruff, Charles Richman, Charles Kent",Drama,1915,Drama
Helene of the North,J. Searle Dawley,"Marguerite Clark, Elliott Dexter, Conway Tearle",Drama,1915,Drama
Help Wanted,Hobart Bosworth,"Lillian Elliott, Adele Farrington",Drama,1915,Drama
Her Great Match,René Plaissetty,"Gail Kane, Vernon Steele",Drama,1915,Drama
Her Mother's Secret,Frederick A. Thomson,"Ralph Kellard, Dorothy Green",Drama,1915,Drama
Her Own Way,Herbert Blaché,"Florence Reed, Clarissa Selwynne",Drama,1915,Drama
Heritage,Robert Z. Leonard,"Ella Hall, Allan Forrest, Anna Lehr",Drama,1915,Drama
The High Road,John W. Noble,"Valli Valli, Frank Elliott",Drama,1915,Drama
His Wife,George Foster Platt,"Holmes Herbert, Theodore von Eltz",Drama,1915,Drama
The House of Fear,Ashley Miller,"Sheldon Lewis, Jeanne Eagels",Mystery,1915,Mystery
The House of Tears,Edwin Carewe,"Emily Stevens, Madge Tyrone",Drama,1915,Drama
The House of a Thousand Candles,Thomas N. Heffron,"Harry Mestayer, Grace Darmond",Mystery,1915,Mystery
The House of a Thousand Scandals,Tom Ricketts,"Harold Lockwood, May Allison",Drama,1915,Drama
The House of the Lost Court,Charles Brabin,"Duncan McRae, Viola Dana",Drama,1915,Drama
The Hypocrites,Lois Weber,"Courtenay Foote, Myrtle Stedman, Herbert Standing",Drama,1915,Drama
I'm Glad My Boy Grew Up to Be a Soldier,Frank Beal,"Harry Mestayer, Eugenie Besserer",Drama,1915,Drama
The Immigrant,George Melford,"Valeska Suratt, Thomas Meighan",Drama,1915,Drama
The Impostor,Albert Capellani,"Alec B. Francis, Edward Kimball",Drama,1915,Drama
In the Palace of the King,Fred E. Wright,"Richard Travers, Arline Hackett",Drama,1915,Drama
Infatuation,Harry A. Pollard,"Margarita Fischer, Joseph Singleton",Drama,1915,Drama
Inspiration,George Foster Platt,"Audrey Munson, Thomas A. Curran",Drama,1915,Drama
The Iron Strain,Reginald Barker,"Dustin Farnum, Enid Markey",Action,1915,Action
The Island of Regeneration,Harry Davenport,"Edith Storey, Antonio Moreno",Drana,1915,Drana
The Italian,Reginald Barker,"George Beban, Clara Williams",Drama,1915,Drama
It's No Laughing Matter,Lois Weber,"Macklyn Arbuckle, Myrtle Stedman",Comedy,1915,Comedy
The Ivory Snuff Box,Maurice Tourneur,"Holbrook Blinn, Norman Trevor",Mystery,1915,Mystery
Jane,Frank Lloyd,"Charlotte Greenwood, Myrtle Stedman, Forrest Stanley",Comedy,1915,Comedy
Jewel,"Phillips Smalley, Lois Weber","Ella Hall, Rupert Julian",Drama,1915,Drama
Jim the Penman,Edwin S. Porter,"John B. Mason, Harold Lockwood",Crime,1915,Crime
John Glayde's Honor,George Irving,"C. Aubrey Smith, Mary Lawton",Drama,1915,Drama
Jordan Is a Hard Road,Allan Dwan,"Dorothy Gish, Frank Campeau,",Drama,1915,Drama
Judge Not,Robert Z. Leonard,"Julia Dean, Harry Carter",Drama,1915,Drama
Judy Forgot,T. Hayes Hunter,"Marie Cahill, Sam Hardy",Comedy,1915,Comedy
The Juggernaut,Ralph Ince,"Anita Stewart, Earle Williams",Drama,1915,Drama
Just Jim,O.A.C. Lund,"Harry Carey, Duke Worne",Drama,1915,Drama
Kilmeny,Oscar Apfel,"Lenore Ulric, William Desmond, Herbert Standing",Drama,1915,Drama
Kindling,Cecil B. DeMille,"Charlotte Walker, Thomas Meighan, Raymond Hatton",Drama,1915,Drama
The Kreutzer Sonata,Herbert Brenon,"Nance O'Neil, Theda Bara",Drama,1915,Drama
Lady Audley's Secret,Marshall Farnum,"Theda Bara, Riley Hatch",Drama,1915,Drama
The Lamb,Christy Cabanne,"Douglas Fairbanks Sr., Seena Owen",Western,1915,Western
The Lily and the Rose,Paul Powell,"Lillian Gish, Wilfred Lucas",Drama,1915,Drama
A Little Brother of the Rich,Otis Turner,"Hobart Bosworth, Jane Novak",Drama,1915,Drama
The Little Dutch Girl,Emile Chautard,"Vivian Martin, Chester Barnett",Drama,1915,Drama
The Little Gypsy,Oscar Apfel,"Dorothy Bernard, Thurlow Bergen",Drama,1915,Drama
Little Pal,James Kirkwood Sr.,"Mary Pickford, Russell Bassett",Drama,1915,Drama
The Long Chance,Edward LeSaint,"Frank Keenan, Stella Razeto",Western,1915,Western
Lord John in New York,Edward LeSaint,"William Garwood, Stella Razetto",Mystery,1915,Mystery
The Love Route,Allan Dwan,"Harold Lockwood, Winifred Kingston, Donald Crisp",Western,1915,Western
The Luring Lights,Robert G. Vignola,"Stella Hoban, Helen Lindroth",Drama,1915,Drama
Lydia Gilmore,"Hugh Ford, Edwin S. Porter","Pauline Frederick, Vincent Serrano, Thomas Holding",Drama,1915,Drama
Madame Butterfly,Sidney Olcott,"Mary Pickford, Marshall Neilan",Drama,1915,Drama
The Majesty of the Law,Julia Crawford Ivers,"George Fawcett, Jane Wolfe",Drama,1915,Drama
The Making Over of Geoffrey Manning,Harry Davenport,"Harry T. Morey, Eulalie Jensen",Drama,1915,Drama
The Man Trail,E.H. Calvert,"Richard Travers, Ernest Maupain",Drama,1915,Drama
The Man of Shame,Harry Myers,"Wilton Lackaye, Rosemary Theby",Drama,1915,Drama
The Man Who Couldn't Beat God,"Maurice Costello, Robert Gaillard","Naomi Childers, Charles Eldridge",Drama,1915,Drama
The Man Who Found Himself,Frank Hall Crane,"Robert Warwick, Arline Pretty",Crime,1915,Crime
The Marble Heart,George Lessey,"King Baggot, Jane Fearnley",Drama,1915,Drama
The Marriage of Kitty,George Melford,"Fannie Ward, Cleo Ridgely",Comedy,1915,Comedy
Marrying Money,James Young,"Clara Kimball Young, Chester Barnett",Comedy,1915,Comedy
Marse Covington,Edwin Carewe,"Edward Connelly, Louise Huff",Drama,1915,Drama
Martyrs of the Alamo,Christy Cabanne,"Sam De Grasse, Walter Long",Historical,1915,Historical
The Masqueraders,"James Kirkwood, Sr.","Hazel Dawn, Elliott Dexter",Drama,1915,Drama
The Master Hand,Harley Knoles,"Nat C. Goodwin, Clarissa Selwynne",Drama,1915,Drama
The Mating,Raymond B. West,"Bessie Barriscale, Lew Cody",Drama,1915,Drama
May Blossom,Allan Dwan,"Russell Bassett, Donald Crisp, Marshall Neilan",Drama,1915,Drama
Mignon,William Nigh,"Beatriz Michelena, House Peters",Drama,1915,Drama
Mistress Nell,James Kirkwood Sr.,"Mary Pickford, Owen Moore",Historical,1915,Historical
The Money Master,George Fitzmaurice,"Frank Sheridan, Calvin Thomas",Drama,1915,Drama
The Moonstone,Frank Hall Crane,"Eugene O'Brien, Elaine Hammerstein",Mystery,1915,Mystery
The Morals of Marcus,"Edwin S. Porter, Hugh Ford","Marie Doro, Ida Darling, Julian L'Estrange",Comedy,1915,Comedy
Mortmain,Theodore Marston,"Robert Edeson, Muriel Ostriche",Thriller,1915,Thriller
The Moth and the Flame,Sidney Olcott,"Bradley Barker, Arthur Donaldson",Drama,1915,Drama
Mother's Roses,Theodore Marston,"Mary Maurice, James Morrison",Drama,1915,Drama
Mr. Grex of Monte Carlo,Frank Reicher,"Theodore Roberts, Dorothy Davenport, Carlyle Blackwell",Drama,1915,Drama
Mrs. Plum's Pudding,Al Christie,"Marie Tempest, W. Graham Brown",Western comedy,1915,Western comedy
The Mummy and the Humming Bird,James Durkin,"Charles Cherry, Arthur Hoops",Drama,1915,Drama
My Madonna,Alice Guy,"Olga Petrova, Albert Howson",Drama,1915,Drama
Nearly a Lady,Hobart Bosworth,"Elsie Janis, Owen Moore",Comedy,1915,Comedy
The Governor,Edgar Lewis,"William Farnum, Claire Whitney",Drama,1915,Drama
Niobe,"Hugh Ford, Edwin S. Porter","Hazel Dawn, Reginald Denny",Comedy,1915,Comedy
Old Heidelberg,John Emerson,"Wallace Reid, Dorothy Gish, Erich von Stroheim",Romance,1915,Romance
The Old Homestead,"James Kirkwood, Sr.","Frank Losee, Creighton Hale, Louise Huff",Comedy,1915,Comedy
On Her Wedding Night,George D. Baker,"Edith Storey, Antonio Moreno, Charles Kent",Mystery,1915,Mystery
On the Night Stage,Reginald Barker,"William S. Hart, Rhea Mitchell",Western,1915,Western
One Million Dollars,John W. Noble,"William Faversham, George Le Guere",Mystery,1915,Mystery
Out of the Darkness,George Melford,"Charlotte Walker, Thomas Meighan, Marjorie Daw",Drama,1915,Drama
The Outlaw's Revenge,Christy Cabanne,"Raoul Walsh, Irene Hunt",Drama,1915,Drama
Over Night,James Young,"Vivian Martin, Sam Hardy",Comedy,1915,Comedy
The Patriot and the Spy,Jack Harvey,"James Cruze, Marguerite Snow",Drama,1915,Drama
Peer Gynt,"Oscar Apfel, Raoul Walsh","Cyril Maude, Myrtle Stedman",Fantasy,1915,Fantasy
The Penitentes,Jack Conway,"Seena Owen, Paul Gilmore",Drama,1915,Drama
Pennington's Choice,William Bowman,"Francis X. Bushman, Beverly Bayne",Drama,1915,Drama
The Pitfall,James W. Horne,"Marin Sais, Frank Jonasson",Drama,1915,Drama
The Plunderer,Edgar Lewis,"William Farnum, Claire Whitney",Action,1915,Action
Poor Schmaltz,Hugh Ford,"Sam Bernard, Conway Tearle",Comedy,1915,Comedy
The Pretenders,Robert G. Vignola,"Crauford Kent, Marguerite Courtot",Comedy,1915,Comedy
Pretty Mrs. Smith,Hobart Bosworth,"Fritzi Scheff, Owen Moore, Forrest Stanley",Comedy,1915,Comedy
The Pretty Sister of Jose,Allan Dwan,"Marguerite Clark, Jack Pickford",Romance,1915,Romance
A Price for Folly,George D. Baker,"Edith Storey, Antonio Moreno",Drama,1915,Drama
The Primrose Path,Lawrence Marston,"Hal Forde, Gladys Hanson",Drama,1915,Drama
The Prince and the Pauper,"Edwin S. Porter, Hugh Ford","Marguerite Clark, Robert Broderick",Adventure,1915,Adventure
Princess Romanoff,Frank Powell,"Nance O'Neil, Stuart Holmes",Drama,1915,Drama
The Puppet Crown,George Melford,"Ina Claire, Carlyle Blackwell",Drama,1915,Drama
The Rack,Emile Chautard,"Alice Brady, Milton Sills",Drama,1915,Drama
Rags,James Kirkwood Sr.,"Mary Pickford, Marshall Neilan",Drama,1915,Drama
The Raven,Charles Brabin,"Henry Walthall, Harry Dunkinson",Biography,1915,Biography
The Reform Candidate,Frank LLoyd,"Macklyn Arbuckle, Forrest Stanley, Myrtle Stedman",Drama,1915,Drama
Regeneration,Raoul Walsh,"Rockliffe Fellowes, Anna Q. Nilsson",Crime drama,1915,Crime drama
The Rosary,Colin Campbell,"Kathlyn Williams, Wheeler Oakman",Drama,1915,Drama
A Royal Family,William Nigh,"Fuller Mellish, Montagu Love",Drama,1915,Drama
The Rug Maker's Daughter,Oscar Apfel,"Maud Allan, Forrest Stanley, Jane Darwell",Adventure,1915,Adventure
The Running Fight,James Durkin,"Violet Heming, Thurlow Bergen",Drama,1915,Drama
The Sable Lorcha,Lloyd Ingraham,"Tully Marshall, Thomas Jefferson",Thriller,1915,Thriller
Salvation Nell,George E. Middleton,"Beatriz Michelena, William Pike",Drama,1915,Drama
Samson,Edgar Lewis,"William Farnum, Edgar L. Davenport",Drama,1915,Drama
Satan Sanderson,John W. Noble,"Orrin Johnson, Irene Warfield",Drama,1915,Drama
Saved from the Harem,Wilbert Melville,"Violet MacMillan, Lee Shumway",Adventure,1915,Adventure
Scandal,"Phillips Smalley, Lois Weber","Rupert Julian, Adele Farrington",Drama,1915,Drama
The Scarlet Sin,Otis Turner,"Hobart Bosworth, Jane Novak",Drama,1915,Drama
Sealed Lips,John Ince,"Arthur Ashley, Mary Charleson",Drama,1915,Drama
Sealed Valley,Lawrence B. McGill,"Dorothy Donnelly, J. W. Johnson",Western,1915,Western
The Second in Command,William J. Bowman,"Francis X. Bushman, Marguerite Snow",Drama,1915,Drama
The Secret Orchard,Frank Reicher,"Cleo Ridgely, Blanche Sweet, Carlyle Blackwell",Drama,1915,Drama
The Secret Sin,Frank Reicher,"Blanche Sweet, Thomas Meighan, Sessue Hayakawa",Drama,1915,Drama
The Secretary of Frivolous Affairs,Tom Ricketts,"May Allison, Harold Lockwood",Romance,1915,Romance
The Seven Sisters,Sidney Olcott,"Madge Evans, Marguerite Clark, Conway Tearle",Romance,1915,Romance
The Shooting of Dan McGrew,Herbert Blaché,"Edmund Breese, Kathryn Adams",Drama,1915,Drama
Should a Mother Tell,J. Gordon Edwards,"Betty Nansen, Stuart Holmes",Drama,1915,Drama
Should a Wife Forgive?,Henry King,"Lillian Lorraine, Henry King",Drama,1915,Drama
The Silent Command,Robert Z. Leonard,"Ella Hall, Allan Forrest",Mystery,1915,Mystery
The Silent Voice,William J. Bowman,"Francis X. Bushman, Marguerite Snow, Helen Dunbar",Drama,1915,Drama
"Simon, the Jester",Edward José,"Edwin Arden, Irene Warfield, Crauford Kent",Drama,1915,Drama
Sin,Herbert Brenon,"Theda Bara, Warner Oland",Drama,1915,Drama
The Slim Princess,E. H. Calvert,"Francis X. Bushman, Ruth Stonehouse, Wallace Beery",Comedy,1915,Comedy
